games: 2422, white: 31%, black: 25%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. cxd4 d6 7. Bc4 e6 , forced: 1
games: 637, white: 35%, black: 28%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 cxd4 7. cxd4, forced: 1
games: 2422, white: 31%, black: 25%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. Bc4 e6 7. cxd4 d6 , forced: 1
games: 637, white: 35%, black: 28%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. Bc4 e6 7. cxd4, forced: 1
games: 152, white: 38%, black: 23%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Qb6 6. a3 Bd7 7. b4 cxb4 8. cxb4 Rc8 9. Be3 Nh6 10. Bd3, forced: 0
games: 2336, white: 31%, black: 25%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 cxd4 7. cxd4 d6 8. O-O, forced: 1
games: 1548, white: 32%, black: 26%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 cxd4 7. cxd4 d6 8. O-O Be7 9. Qe2 O-O , forced: 1
games: 2336, white: 31%, black: 25%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 d6 7. O-O cxd4 8. cxd4, forced: 1
games: 1548, white: 32%, black: 26%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 cxd4 7. cxd4 d6 8. Qe2 Be7 9. O-O O-O , forced: 1
games: 233, white: 36%, black: 26%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 d5 4. exd5 Qxd5 5. d4 Nf6 6. Be3 cxd4 , forced: 1
games: 2336, white: 31%, black: 25%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. O-O d6 7. d4 cxd4 8. cxd4, forced: 1
games: 1548, white: 32%, black: 26%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 d6 7. O-O cxd4 8. cxd4 Be7 9. Qe2 O-O , forced: 1
games: 102, white: 43%, black: 25%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 d5 4. exd5 Qxd5 5. d4 Nf6 6. dxc5 Qxc5 , forced: 1
games: 878, white: 33%, black: 26%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Qb6 6. a3 c4 7. Nbd2 Na5 , forced: 0
games: 117, white: 34%, black: 17%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Qb6 6. a3 Nh6 7. Bd3, forced: 0
games: 2336, white: 31%, black: 25%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. cxd4 d6 7. Bc4 e6 8. O-O, forced: 1
games: 1548, white: 32%, black: 26%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. O-O d6 7. d4 cxd4 8. cxd4 Be7 9. Qe2 O-O , forced: 1
games: 493, white: 35%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e5 , forced: 0
games: 213, white: 33%, black: 22%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 d6 7. O-O, forced: 1
games: 2336, white: 31%, black: 25%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. Bc4 e6 7. cxd4 d6 8. O-O, forced: 1
games: 1548, white: 32%, black: 26%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. cxd4 d6 7. Bc4 e6 8. O-O Be7 9. Qe2 O-O , forced: 1
games: 1013, white: 30%, black: 23%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 Nb6 6. Bb3 c4 7. Bc2, forced: 2
games: 213, white: 33%, black: 22%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. O-O d6 7. d4, forced: 1
games: 882, white: 30%, black: 23%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 Nb6 6. Bb3 c4 , forced: 2
games: 230, white: 36%, black: 26%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 d5 4. exd5 Qxd5 5. d4 Nf6 6. Be3 cxd4 7. cxd4, forced: 1
games: 1548, white: 32%, black: 26%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. cxd4 d6 7. Bc4 e6 8. Qe2 Be7 9. O-O O-O , forced: 1
games: 1548, white: 32%, black: 26%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. Bc4 e6 7. cxd4 d6 8. O-O Be7 9. Qe2 O-O , forced: 1
games: 1548, white: 32%, black: 26%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. Bc4 e6 7. cxd4 d6 8. Qe2 Be7 9. O-O O-O , forced: 1
games: 675, white: 31%, black: 24%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Bd7 6. Be2 Nge7 7. Na3 cxd4 8. cxd4, forced: 0
games: 567, white: 34%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 cxd4 7. cxd4 d6 8. O-O Be7 9. Qe2 O-O 10. Nc3, forced: 1
games: 567, white: 34%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 cxd4 7. cxd4 d6 8. Qe2 Be7 9. O-O O-O 10. Nc3, forced: 1
games: 1317, white: 34%, black: 28%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Qb6 6. a3 Nh6 , forced: 0
games: 567, white: 34%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 d6 7. O-O cxd4 8. cxd4 Be7 9. Qe2 O-O 10. Nc3, forced: 1
games: 92, white: 41%, black: 22%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Qb6 6. a3 c4 7. Nbd2 Na5 8. Rb1 Bd7 9. Be2, forced: 0
games: 657, white: 31%, black: 24%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Bd7 6. Be2 Nge7 7. Na3 cxd4 , forced: 0
games: 567, white: 34%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. O-O d6 7. d4 cxd4 8. cxd4 Be7 9. Qe2 O-O 10. Nc3, forced: 1
games: 92, white: 41%, black: 22%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Qb6 6. a3 c4 7. Be2 Na5 8. Nbd2 Bd7 9. Rb1, forced: 0
games: 567, white: 34%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. cxd4 d6 7. Bc4 e6 8. O-O Be7 9. Qe2 O-O 10. Nc3, forced: 1
games: 567, white: 34%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. cxd4 d6 7. Bc4 e6 8. Qe2 Be7 9. O-O O-O 10. Nc3, forced: 1
games: 199, white: 40%, black: 30%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Qb6 6. a3 a5 7. Bd3, forced: 0
games: 54, white: 53%, black: 22%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Qb6 6. Be2 Bd7 7. O-O f6 , forced: 0
games: 567, white: 34%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. Bc4 e6 7. cxd4 d6 8. O-O Be7 9. Qe2 O-O 10. Nc3, forced: 1
games: 202, white: 37%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 d5 4. exd5 Qxd5 5. d4 Nf6 6. dxc5, forced: 1
games: 567, white: 34%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. Bc4 e6 7. cxd4 d6 8. Qe2 Be7 9. O-O O-O 10. Nc3, forced: 1
games: 192, white: 30%, black: 19%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4, forced: 1
games: 857, white: 36%, black: 30%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Qb6 6. Be2, forced: 0
games: 57, white: 47%, black: 19%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Qb6 6. a3 Nh6 7. b4 cxd4 8. cxd4 Nf5 9. Bb2 Be7 10. h4, forced: 0
games: 2189, white: 30%, black: 25%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 cxd4 7. cxd4 d6 8. O-O Be7 , forced: 1
games: 2189, white: 30%, black: 25%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 d6 7. O-O cxd4 8. cxd4 Be7 , forced: 1
games: 244, white: 37%, black: 28%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e5 4. Bc4 Qc7 , forced: 0
games: 2189, white: 30%, black: 25%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. O-O d6 7. d4 cxd4 8. cxd4 Be7 , forced: 1
games: 1542, white: 32%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 cxd4 7. cxd4 d6 8. O-O Be7 9. Qe2, forced: 1
games: 2189, white: 30%, black: 25%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. cxd4 d6 7. Bc4 e6 8. O-O Be7 , forced: 1
games: 1542, white: 32%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 cxd4 7. cxd4 d6 8. Qe2 Be7 9. O-O, forced: 1
games: 77, white: 48%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 d5 4. exd5 Qxd5 5. d4 Bg4 6. Be2 Nf6 , forced: 1
games: 2189, white: 30%, black: 25%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. Bc4 e6 7. cxd4 d6 8. O-O Be7 , forced: 1
games: 1542, white: 32%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 d6 7. O-O cxd4 8. cxd4 Be7 9. Qe2, forced: 1
games: 1542, white: 32%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. O-O d6 7. d4 cxd4 8. cxd4 Be7 9. Qe2, forced: 1
games: 50, white: 50%, black: 18%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 d5 4. exd5 Qxd5 5. d4 Bg4 6. Be2 e6 7. h3 Bh5 8. c4 Qd6 , forced: 1
games: 1542, white: 32%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. cxd4 d6 7. Bc4 e6 8. O-O Be7 9. Qe2, forced: 1
games: 1542, white: 32%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. cxd4 d6 7. Bc4 e6 8. Qe2 Be7 9. O-O, forced: 1
games: 57, white: 49%, black: 22%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Bd7 6. Be2 Nge7 7. Na3 cxd4 8. cxd4 Ng6 , forced: 0
games: 1542, white: 32%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. Bc4 e6 7. cxd4 d6 8. O-O Be7 9. Qe2, forced: 1
games: 254, white: 34%, black: 25%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 d5 4. exd5 Qxd5 5. d4 Bg4 6. Be2 cxd4 7. cxd4 e6 8. Nc3 Qa5 , forced: 2
games: 82, white: 39%, black: 20%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Qb6 6. a3 c4 7. Nbd2 f6 8. Be2 fxe5 9. Nxe5, forced: 0
games: 44, white: 52%, black: 13%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 d5 4. exd5 Qxd5 5. d4 Bg4 6. Be2 e6 7. h3 Bh5 8. c4 Qd6 9. d5, forced: 1
games: 1542, white: 32%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. Bc4 e6 7. cxd4 d6 8. Qe2 Be7 9. O-O, forced: 1
games: 76, white: 38%, black: 17%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 cxd4 7. cxd4 d6 8. O-O Nb6 9. Bd3 dxe5 10. dxe5, forced: 2
games: 76, white: 38%, black: 17%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 d6 7. O-O cxd4 8. cxd4 Nb6 9. Bd3 dxe5 10. dxe5, forced: 2
games: 1197, white: 34%, black: 29%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Qb6 6. a3 Nh6 7. b4, forced: 0
games: 76, white: 44%, black: 23%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Bd7 6. Be2 Nge7 7. Na3 Ng6 8. h4, forced: 0
games: 1181, white: 34%, black: 29%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Qb6 6. a3 Nh6 7. b4 cxd4 , forced: 0
games: 76, white: 38%, black: 17%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. O-O d6 7. d4 cxd4 8. cxd4 Nb6 9. Bd3 dxe5 10. dxe5, forced: 2
games: 154, white: 39%, black: 26%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 d5 4. exd5 Qxd5 5. d4 e6 6. Be3 cxd4 , forced: 1
games: 76, white: 38%, black: 17%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. cxd4 d6 7. Bc4 e6 8. O-O Nb6 9. Bd3 dxe5 10. dxe5, forced: 2
games: 76, white: 38%, black: 17%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. Bc4 e6 7. cxd4 d6 8. O-O Nb6 9. Bd3 dxe5 10. dxe5, forced: 2
games: 189, white: 26%, black: 16%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 cxd4 7. cxd4 d6 8. O-O Be7 9. Bd2, forced: 1
games: 63, white: 41%, black: 17%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 cxd4 7. cxd4 d6 8. O-O Nb6 9. Bd3 dxe5 , forced: 2
games: 189, white: 26%, black: 16%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 d6 7. O-O cxd4 8. cxd4 Be7 9. Bd2, forced: 1
games: 63, white: 41%, black: 17%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 d6 7. O-O cxd4 8. cxd4 Nb6 9. Bd3 dxe5 , forced: 2
games: 84, white: 44%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Bd7 6. Be2 Nge7 7. Na3 cxd4 8. cxd4 Nf5 9. Nc2 Be7 , forced: 0
games: 189, white: 26%, black: 16%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. O-O d6 7. d4 cxd4 8. cxd4 Be7 9. Bd2, forced: 1
games: 63, white: 41%, black: 17%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. O-O d6 7. d4 cxd4 8. cxd4 Nb6 9. Bd3 dxe5 , forced: 2
games: 84, white: 44%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Bd7 6. Be2 Nge7 7. Na3 Nf5 8. Nc2 cxd4 9. cxd4 Be7 , forced: 0
games: 84, white: 44%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Nge7 6. Na3 cxd4 7. cxd4 Nf5 8. Nc2 Bd7 9. Be2 Be7 , forced: 2
games: 52, white: 46%, black: 19%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 Nb6 6. Bb3 c4 7. Bc2 d6 8. exd6 Qxd6 9. O-O Bg4 10. Qe2, forced: 2
games: 62, white: 43%, black: 19%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Qb6 6. a3 Bd7 7. b4 cxd4 8. cxd4 Rc8 9. Be3 Nge7 10. Bd3, forced: 1
games: 313, white: 32%, black: 24%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Bd7 6. Be2 Nge7 7. O-O Ng6 , forced: 0
games: 189, white: 26%, black: 16%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. cxd4 d6 7. Bc4 e6 8. O-O Be7 9. Bd2, forced: 1
games: 63, white: 41%, black: 17%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. cxd4 d6 7. Bc4 e6 8. O-O Nb6 9. Bd3 dxe5 , forced: 2
games: 1174, white: 31%, black: 26%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 d5 4. exd5 Qxd5 5. d4 Nf6 , forced: 1
games: 52, white: 46%, black: 19%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 Nb6 6. Bb3 c4 7. Bc2 d5 8. exd6 Qxd6 9. O-O Bg4 10. Qe2, forced: 2
games: 189, white: 26%, black: 16%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. Bc4 e6 7. cxd4 d6 8. O-O Be7 9. Bd2, forced: 1
games: 88, white: 38%, black: 21%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Qb6 6. a3 c4 7. Nbd2 f6 8. Be2 fxe5 , forced: 0
games: 172, white: 30%, black: 19%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 d5 4. exd5 Qxd5 5. d4 e6 6. Na3 Nf6 7. Be3 cxd4 8. Nb5 Qd8 , forced: 2
games: 62, white: 43%, black: 19%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Qb6 6. a3 Bd7 7. b4 cxb4 8. cxb4 Rc8 9. Be3 Nge7 10. Bd3, forced: 0
games: 63, white: 41%, black: 17%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. Bc4 e6 7. cxd4 d6 8. O-O Nb6 9. Bd3 dxe5 , forced: 2
games: 53, white: 43%, black: 16%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Nge7 6. Bd3 cxd4 7. cxd4 Nf5 8. Bxf5 exf5 9. Nc3 Be6 10. h4, forced: 1
games: 47, white: 48%, black: 17%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 d6 4. d4 Nf6 5. d5, forced: 0
games: 65, white: 38%, black: 15%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 cxd4 7. cxd4 d6 8. O-O Nb6 9. Bb5, forced: 1
games: 272, white: 39%, black: 31%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. cxd4 e6 7. a3 d6 , forced: 1
games: 151, white: 39%, black: 27%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 d5 4. exd5 Qxd5 5. d4 e6 6. Be3 cxd4 7. cxd4, forced: 1
games: 35, white: 65%, black: 17%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 cxd4 7. cxd4 d6 8. O-O Nb6 9. Bd3 Be7 , forced: 1
games: 65, white: 38%, black: 15%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 d6 7. O-O cxd4 8. cxd4 Nb6 9. Bb5, forced: 1
games: 155, white: 33%, black: 21%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 cxd4 7. cxd4 d6 8. O-O Nb6 , forced: 1
games: 65, white: 40%, black: 18%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 cxd4 7. cxd4 d6 8. O-O Nb6 9. Bb5 Bd7 10. Nc3, forced: 1
games: 35, white: 65%, black: 17%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 d6 7. O-O cxd4 8. cxd4 Nb6 9. Bd3 Be7 , forced: 1
games: 65, white: 38%, black: 15%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. O-O d6 7. d4 cxd4 8. cxd4 Nb6 9. Bb5, forced: 1
games: 155, white: 33%, black: 21%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 d6 7. O-O cxd4 8. cxd4 Nb6 , forced: 1
games: 133, white: 39%, black: 26%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Qb6 6. a3 f6 7. Bd3, forced: 0
games: 65, white: 40%, black: 18%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 d6 7. O-O cxd4 8. cxd4 Nb6 9. Bb5 Bd7 10. Nc3, forced: 1
games: 75, white: 41%, black: 21%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. d4 cxd4 7. cxd4 Nb6 8. Bb3, forced: 1
games: 35, white: 65%, black: 17%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. O-O d6 7. d4 cxd4 8. cxd4 Nb6 9. Bd3 Be7 , forced: 1
games: 65, white: 38%, black: 15%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. cxd4 d6 7. Bc4 e6 8. O-O Nb6 9. Bb5, forced: 1
games: 155, white: 33%, black: 21%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. O-O d6 7. d4 cxd4 8. cxd4 Nb6 , forced: 1
games: 65, white: 40%, black: 18%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 e6 6. O-O d6 7. d4 cxd4 8. cxd4 Nb6 9. Bb5 Bd7 10. Nc3, forced: 1
games: 75, white: 41%, black: 21%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. Bc4 e6 7. cxd4 Nb6 8. Bb3, forced: 1
games: 35, white: 65%, black: 17%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. cxd4 d6 7. Bc4 e6 8. O-O Nb6 9. Bd3 Be7 , forced: 1
games: 65, white: 38%, black: 15%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. Bc4 e6 7. cxd4 d6 8. O-O Nb6 9. Bb5, forced: 1
games: 155, white: 33%, black: 21%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. cxd4 d6 7. Bc4 e6 8. O-O Nb6 , forced: 1
games: 37, white: 54%, black: 13%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Qb6 6. a3 c4 7. Nbd2 Bd7 8. b3 cxb3 9. Nxb3, forced: 1
games: 65, white: 40%, black: 18%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. cxd4 d6 7. Bc4 e6 8. O-O Nb6 9. Bb5 Bd7 10. Nc3, forced: 1
games: 35, white: 65%, black: 17%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. Bc4 e6 7. cxd4 d6 8. O-O Nb6 9. Bd3 Be7 , forced: 1
games: 276, white: 27%, black: 19%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 Nb6 6. Bb3 c4 7. Bc2 d6 8. exd6 Qxd6 9. O-O Bg4 , forced: 2
games: 155, white: 33%, black: 21%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. Bc4 e6 7. cxd4 d6 8. O-O Nb6 , forced: 1
games: 44, white: 50%, black: 18%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 e6 4. d4 d5 5. e5 Nge7 6. Na3 cxd4 7. cxd4 Nf5 8. Nc2 Qb6 9. Bd3, forced: 2
games: 65, white: 40%, black: 18%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. d4 cxd4 6. Bc4 e6 7. cxd4 d6 8. O-O Nb6 9. Bb5 Bd7 10. Nc3, forced: 1
games: 276, white: 27%, black: 19%, pgn:1. e4 c5 2. c3 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. Bc4 Nb6 6. Bb3 c4 7. Bc2 d5 8. exd6 Qxd6 9. O-O Bg4 , forced: 2
