games: 629, white: 51%, black: 42%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Nc6 9. Be3 Bb4 10. Bd3
games: 453, white: 56%, black: 37%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Be3 e6 8. Nc3 Nc6 9. Nf3 Be7 10. d5 Nb4 
games: 629, white: 51%, black: 42%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 Nc6 8. Be3 e6 9. Nf3 Bb4 10. Bd3
games: 453, white: 56%, black: 37%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 e6 8. Nc3 Nc6 9. Be3 Be7 10. d5 Nb4 
games: 629, white: 51%, black: 42%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Be3 e6 8. Nc3 Nc6 9. Nf3 Bb4 10. Bd3
games: 1008, white: 48%, black: 43%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Nc6 9. Be2 Be7 10. Be3 Bg4 
games: 1008, white: 48%, black: 43%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Nc6 9. Be2 Bg4 10. Be3 Be7 
games: 629, white: 51%, black: 42%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 e6 8. Nc3 Nc6 9. Be3 Bb4 10. Bd3
games: 453, white: 56%, black: 37%, forced: 0, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Nc3 e6 9. Be3 Be7 10. d5 Nb4 
games: 453, white: 56%, black: 37%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Be3 e6 9. Nc3 Be7 10. d5 Nb4 
games: 629, white: 51%, black: 42%, forced: 0, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Nc3 e6 9. Be3 Bb4 10. Bd3
games: 1008, white: 48%, black: 43%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Be7 9. Be2 Nc6 10. Be3 Bg4 
games: 629, white: 51%, black: 42%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Be3 e6 9. Nc3 Bb4 10. Bd3
games: 1008, white: 48%, black: 43%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 Nc6 8. Be3 e6 9. Be2 Be7 10. Nf3 Bg4 
games: 2594, white: 47%, black: 46%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Bb4 
games: 1008, white: 48%, black: 43%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Be3 e6 8. Nc3 Nc6 9. Be2 Be7 10. Nf3 Bg4 
games: 1724, white: 48%, black: 45%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Be3 Nc6 9. Be2 Bb4 
games: 2594, white: 47%, black: 46%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 e6 8. Nc3 Bb4 
games: 1724, white: 48%, black: 45%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 Nc6 8. Be3 e6 9. Be2 Bb4 
games: 12319, white: 45%, black: 47%, forced: 0, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 
games: 1724, white: 48%, black: 45%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Be3 e6 8. Nc3 Nc6 9. Be2 Bb4 
games: 1008, white: 48%, black: 43%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 e6 8. Nc3 Nc6 9. Be2 Be7 10. Be3 Bg4 
games: 1008, white: 48%, black: 43%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 e6 8. Nc3 Nc6 9. Be2 Bg4 10. Be3 Be7 
games: 1008, white: 48%, black: 43%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 e6 8. Nc3 Be7 9. Be2 Nc6 10. Be3 Bg4 
games: 1008, white: 48%, black: 43%, forced: 0, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Nc3 e6 9. Be2 Be7 10. Be3 Bg4 
games: 1008, white: 48%, black: 43%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Nc3 e6 9. Be2 Bg4 10. Be3 Be7 
games: 1280, white: 47%, black: 46%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Be3 Nc6 9. Nf3 Nb4 10. Rc1
games: 1280, white: 47%, black: 46%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Nc6 9. Be3 Nb4 10. Rc1
games: 1280, white: 47%, black: 46%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 Nc6 8. Be3 e6 9. Nf3 Nb4 10. Rc1
games: 1280, white: 47%, black: 46%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Be3 e6 8. Nc3 Nc6 9. Nf3 Nb4 10. Rc1
games: 1280, white: 47%, black: 46%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 e6 8. Nc3 Nc6 9. Be3 Nb4 10. Rc1
games: 1280, white: 47%, black: 46%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Nc3 e6 9. Be3 Nb4 10. Rc1
games: 1280, white: 47%, black: 46%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Be3 e6 9. Nc3 Nb4 10. Rc1
games: 4525, white: 45%, black: 48%, forced: 0, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Be3
games: 2733, white: 45%, black: 47%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Be3 Nc6 9. Nf3 Qd7 10. Be2
games: 1101, white: 46%, black: 45%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Be7 9. Be2 O-O 10. Be3
games: 2733, white: 45%, black: 47%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Be3 Nc6 9. Be2 Qd7 10. Nf3
games: 1101, white: 46%, black: 45%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 e6 8. Nc3 Be7 9. Be2 O-O 10. Be3
games: 2733, white: 45%, black: 47%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Nc6 9. Be3 Qd7 10. Be2
games: 2733, white: 45%, black: 47%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 Nc6 8. Be3 e6 9. Nf3 Qd7 10. Be2
games: 7648, white: 44%, black: 48%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Be3
games: 2733, white: 45%, black: 47%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 Nc6 8. Be3 e6 9. Be2 Qd7 10. Nf3
games: 7648, white: 44%, black: 48%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Be3 e6 8. Nc3
games: 2733, white: 45%, black: 47%, forced: 0, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 Nc6 8. Be3 Qd7 9. Nf3 e6 10. Be2
games: 2733, white: 45%, black: 47%, forced: 0, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 Nc6 8. Be3 Qd7 9. Be2 e6 10. Nf3
games: 2733, white: 45%, black: 47%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Be3 e6 8. Nc3 Nc6 9. Nf3 Qd7 10. Be2
games: 2733, white: 45%, black: 47%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Be3 e6 8. Nc3 Nc6 9. Be2 Qd7 10. Nf3
games: 2733, white: 45%, black: 47%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 e6 8. Nc3 Nc6 9. Be3 Qd7 10. Be2
games: 2733, white: 45%, black: 47%, forced: 0, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Nc3 e6 9. Be3 Qd7 10. Be2
games: 2733, white: 45%, black: 47%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Be3 e6 9. Nc3 Qd7 10. Be2
games: 2733, white: 45%, black: 47%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Be3 e6 9. Be2 Qd7 10. Nc3
games: 826, white: 47%, black: 46%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Be7 
games: 826, white: 47%, black: 46%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 e6 8. Nc3 Be7 
games: 221, white: 58%, black: 37%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 Nc6 8. Be3 Nb4 9. Rc1
games: 1241, white: 46%, black: 47%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Be3 Nc6 9. Nf3 Nb4 
games: 1241, white: 46%, black: 47%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Nc6 9. Be3 Nb4 
games: 8414, white: 43%, black: 49%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Be3 Nc6 9. Nf3 Bg4 
games: 1241, white: 46%, black: 47%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 Nc6 8. Be3 e6 9. Nf3 Nb4 
games: 8414, white: 43%, black: 49%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Nc6 9. Be3 Bg4 
games: 1241, white: 46%, black: 47%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Be3 e6 8. Nc3 Nc6 9. Nf3 Nb4 
games: 1241, white: 46%, black: 47%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 e6 8. Nc3 Nc6 9. Be3 Nb4 
games: 8414, white: 43%, black: 49%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 Nc6 8. Be3 e6 9. Nf3 Bg4 
games: 1241, white: 46%, black: 47%, forced: 0, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Nc3 e6 9. Be3 Nb4 
games: 1241, white: 46%, black: 47%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Be3 e6 9. Nc3 Nb4 
games: 8414, white: 43%, black: 49%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Be3 e6 8. Nc3 Nc6 9. Nf3 Bg4 
games: 8414, white: 43%, black: 49%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 e6 8. Nc3 Nc6 9. Be3 Bg4 
games: 2079, white: 45%, black: 48%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Be3 e6 9. Be2
games: 8414, white: 43%, black: 49%, forced: 0, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Nc3 e6 9. Be3 Bg4 
games: 8414, white: 43%, black: 49%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Nc3 Bg4 9. Be3 e6 
games: 8414, white: 43%, black: 49%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Be3 e6 9. Nc3 Bg4 
games: 309, white: 48%, black: 42%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Be3 Nc6 9. Be2 Be7 10. Nf3 Qd7 
games: 4083, white: 44%, black: 49%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Be3 e6 
games: 229, white: 55%, black: 41%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Be3 Nc6 9. Be2 Be7 10. Nf3 Bh4+ 
games: 309, white: 48%, black: 42%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Nc6 9. Be2 Be7 10. Be3 Qd7 
games: 229, white: 55%, black: 41%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Nc6 9. Be2 Be7 10. Be3 Bh4+ 
games: 5285, white: 43%, black: 49%, forced: 0, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Be3
games: 309, white: 48%, black: 42%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Be7 9. Be2 Nc6 10. Be3 Qd7 
games: 229, white: 55%, black: 41%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Be7 9. Be2 Nc6 10. Be3 Bh4+ 
games: 309, white: 48%, black: 42%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 Nc6 8. Be3 e6 9. Be2 Be7 10. Nf3 Qd7 
games: 229, white: 55%, black: 41%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 Nc6 8. Be3 e6 9. Be2 Be7 10. Nf3 Bh4+ 
games: 309, white: 48%, black: 42%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Be3 e6 8. Nc3 Nc6 9. Be2 Be7 10. Nf3 Qd7 
games: 229, white: 55%, black: 41%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Be3 e6 8. Nc3 Nc6 9. Be2 Be7 10. Nf3 Bh4+ 
games: 4653, white: 43%, black: 49%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Be3 e6 
games: 309, white: 48%, black: 42%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 e6 8. Nc3 Nc6 9. Be2 Be7 10. Be3 Qd7 
games: 229, white: 55%, black: 41%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 e6 8. Nc3 Nc6 9. Be2 Be7 10. Be3 Bh4+ 
games: 309, white: 48%, black: 42%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 e6 8. Nc3 Be7 9. Be2 Nc6 10. Be3 Qd7 
games: 229, white: 55%, black: 41%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 e6 8. Nc3 Be7 9. Be2 Nc6 10. Be3 Bh4+ 
games: 6390, white: 43%, black: 49%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Nc6 9. Be2 Bg4 10. Be3
games: 2296, white: 44%, black: 48%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Be3 Nc6 9. Nf3 Qd7 10. Be2 O-O-O 
games: 309, white: 48%, black: 42%, forced: 0, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Nc3 e6 9. Be2 Be7 10. Be3 Qd7 
games: 6390, white: 43%, black: 49%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 e6 8. Nc3 Nc6 9. Be2 Bg4 10. Be3
games: 229, white: 55%, black: 41%, forced: 0, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Nc3 e6 9. Be2 Be7 10. Be3 Bh4+ 
games: 2296, white: 44%, black: 48%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Be3 Nc6 9. Be2 Qd7 10. Nf3 O-O-O 
games: 1159, white: 45%, black: 47%, forced: 3, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Be3 Nc6 9. Nf3 Nb4 10. Rc1 c5 
games: 2296, white: 44%, black: 48%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Nc6 9. Be3 Qd7 10. Be2 O-O-O 
games: 1159, white: 45%, black: 47%, forced: 3, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Nc6 9. Be3 Nb4 10. Rc1 c5 
games: 6390, white: 43%, black: 49%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Nc3 e6 9. Be2 Bg4 10. Be3
games: 2296, white: 44%, black: 48%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 Nc6 8. Be3 e6 9. Nf3 Qd7 10. Be2 O-O-O 
games: 1159, white: 45%, black: 47%, forced: 3, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 Nc6 8. Be3 e6 9. Nf3 Nb4 10. Rc1 c5 
games: 227, white: 53%, black: 41%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Be2
games: 2296, white: 44%, black: 48%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 Nc6 8. Be3 e6 9. Be2 Qd7 10. Nf3 O-O-O 
games: 1159, white: 45%, black: 47%, forced: 3, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Be3 e6 8. Nc3 Nc6 9. Nf3 Nb4 10. Rc1 c5 
games: 1159, white: 45%, black: 47%, forced: 3, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 e6 8. Nc3 Nc6 9. Be3 Nb4 10. Rc1 c5 
games: 2296, white: 44%, black: 48%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 Nc6 8. Be3 Qd7 9. Nf3 e6 10. Be2 O-O-O 
games: 2296, white: 44%, black: 48%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 Nc6 8. Be3 Qd7 9. Be2 O-O-O 10. Nf3 e6 
games: 214, white: 53%, black: 38%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Be7 9. Bd3
games: 1159, white: 45%, black: 47%, forced: 2, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Nc3 e6 9. Be3 Nb4 10. Rc1 c5 
games: 259, white: 50%, black: 42%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Be7 9. Be2
games: 1159, white: 45%, black: 47%, forced: 3, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 Nc6 8. Be3 e6 9. Nc3 Nb4 10. Rc1 c5 
games: 214, white: 53%, black: 38%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nf3 e6 8. Nc3 Be7 9. Bd3
games: 2296, white: 44%, black: 48%, forced: 1, pgn:1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 Nc6 8. Be3 Qd7 9. Be2 e6 10. Nf3 O-O-O 
