games: 18, white: 33%, black: 33%, forced: 7, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. Rb1 Bd7 
games: 19, white: 31%, black: 31%, forced: 7, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. e5 Qb6 
games: 21, white: 23%, black: 23%, forced: 10, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 dxe5 14. fxe5
games: 18, white: 33%, black: 33%, forced: 6, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. Rb1 Bd7 
games: 19, white: 31%, black: 31%, forced: 6, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. e5 Qb6 
games: 18, white: 33%, black: 33%, forced: 8, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. Rb1 Bd7 11. Ne2
games: 75, white: 40%, black: 21%, forced: 8, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O Bc5 9. Nxc6 dxc6 10. Na4 Ba7 11. c4 Nd7 
games: 10, white: 40%, black: 50%, forced: 6, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O Bc5 9. Nxc6 bxc6 10. Na4 Be7 
games: 19, white: 21%, black: 21%, forced: 13, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 dxe5 14. fxe5 Bxe5 15. Nxc5
games: 75, white: 40%, black: 21%, forced: 8, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O Bc5 9. Nxc6 dxc6 10. Na4 Ba7 11. c4 Nd7 
games: 18, white: 33%, black: 33%, forced: 7, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. Rb1 Bd7 11. Ne2
games: 10, white: 40%, black: 50%, forced: 6, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O Bc5 9. Nxc6 bxc6 10. Na4 Be7 
games: 11, white: 27%, black: 36%, forced: 7, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. Be3 Be7 10. a4 O-O 11. Nb3 b6 
games: 19, white: 21%, black: 21%, forced: 12, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 dxe5 14. fxe5 Bxe5 15. Nxc5
games: 31, white: 38%, black: 32%, forced: 3, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 Nd4 7. Qd2 Qa5 
games: 11, white: 27%, black: 36%, forced: 7, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. Be3 Be7 10. a4 O-O 11. Nb3 b6 
games: 63, white: 36%, black: 22%, forced: 6, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. Nxc6 bxc6 10. Na4
games: 63, white: 36%, black: 22%, forced: 6, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. Nxc6 bxc6 10. Na4
games: 11, white: 36%, black: 45%, forced: 3, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. f4 d5 6. e5 Ng8 
games: 65, white: 44%, black: 27%, forced: 5, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O h5 9. h3
games: 65, white: 44%, black: 27%, forced: 5, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O h5 9. h3
games: 28, white: 39%, black: 35%, forced: 0, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Nge2 Nge7 
games: 27, white: 33%, black: 29%, forced: 1, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 b5 
games: 55, white: 36%, black: 20%, forced: 5, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. Nxc6
games: 15, white: 33%, black: 33%, forced: 3, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 b6 7. Nge2
games: 55, white: 36%, black: 20%, forced: 5, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. Nxc6
games: 24, white: 29%, black: 25%, forced: 6, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. a4 Be7 10. h3
games: 10, white: 30%, black: 40%, forced: 0, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Nge2 d5 5. d3 d4 
games: 10, white: 30%, black: 40%, forced: 1, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Nge2 d5 5. d3 d4 6. Nb1
games: 24, white: 29%, black: 25%, forced: 6, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. a4 Be7 10. h3
games: 68, white: 47%, black: 22%, forced: 3, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4
games: 68, white: 47%, black: 22%, forced: 3, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4
games: 20, white: 25%, black: 20%, forced: 12, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 dxe5 14. fxe5 Bxe5 
games: 30, white: 26%, black: 16%, forced: 10, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 Bc6 14. c3
games: 20, white: 25%, black: 20%, forced: 11, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 dxe5 14. fxe5 Bxe5 
games: 30, white: 26%, black: 16%, forced: 9, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 Bc6 14. c3
games: 27, white: 33%, black: 25%, forced: 8, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O Bc5 9. Nxc6 dxc6 10. Na4 Ba7 11. c4 b5 
games: 27, white: 33%, black: 25%, forced: 8, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O Bc5 9. Nxc6 dxc6 10. Na4 Ba7 11. c4 b5 
games: 13, white: 30%, black: 30%, forced: 7, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. e5 Qb6 11. Rb1
games: 13, white: 30%, black: 30%, forced: 6, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. e5 Qb6 11. Rb1
games: 30, white: 36%, black: 23%, forced: 6, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O b6 10. Rb1
games: 13, white: 30%, black: 30%, forced: 8, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. e5 Qb6 11. Rb1 Nef5 
games: 13, white: 30%, black: 30%, forced: 7, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. e5 Qb6 11. Rb1 Nef5 
games: 38, white: 50%, black: 13%, forced: 8, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O Bc5 9. Nxc6 dxc6 10. Na4 Ba7 11. c4 Nd7 12. b4
games: 23, white: 34%, black: 26%, forced: 10, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O Bc5 9. Nxc6 dxc6 10. Na4 Ba7 11. c4 b5 12. e5 Nd7 
games: 38, white: 50%, black: 13%, forced: 8, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O Bc5 9. Nxc6 dxc6 10. Na4 Ba7 11. c4 Nd7 12. b4
games: 23, white: 34%, black: 26%, forced: 10, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O Bc5 9. Nxc6 dxc6 10. Na4 Ba7 11. c4 b5 12. e5 Nd7 
games: 18, white: 38%, black: 33%, forced: 4, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 b6 7. Nge2 Nge7 
games: 12, white: 33%, black: 33%, forced: 5, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. Re1 Nd7 10. Bg5 Nde5 
games: 12, white: 33%, black: 33%, forced: 5, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. Re1 Nd7 10. Bg5 Nde5 
games: 13, white: 15%, black: 15%, forced: 10, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 Bc6 14. c3 h5 
games: 12, white: 16%, black: 16%, forced: 12, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 Bc6 14. c3 dxe5 15. fxe5 Bxe5 
games: 13, white: 15%, black: 15%, forced: 9, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 Bc6 14. c3 h5 
games: 22, white: 36%, black: 27%, forced: 9, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O Bc5 9. Nxc6 dxc6 10. Na4 Ba7 11. c4 b5 12. e5
games: 12, white: 16%, black: 16%, forced: 11, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 Bc6 14. c3 dxe5 15. fxe5 Bxe5 
games: 22, white: 36%, black: 27%, forced: 9, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O Bc5 9. Nxc6 dxc6 10. Na4 Ba7 11. c4 b5 12. e5
games: 15, white: 26%, black: 20%, forced: 13, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 dxe5 14. fxe5 Bxe5 15. Nxc5 Bc6 
games: 15, white: 26%, black: 20%, forced: 10, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 Bc6 14. c3 dxe5 
games: 15, white: 26%, black: 20%, forced: 12, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 dxe5 14. fxe5 Bxe5 15. Nxc5 Bc6 
games: 15, white: 26%, black: 20%, forced: 9, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 Bc6 14. c3 dxe5 
games: 10, white: 30%, black: 30%, forced: 6, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. Re1 Nd7 10. Bg5 Nde5 11. Nxc6
games: 15, white: 53%, black: 46%, forced: 4, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. Qd2 Rb8 8. h4
games: 15, white: 13%, black: 6%, forced: 13, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 Bc6 14. c3 dxe5 15. fxe5 Bxe5 16. Nxc5
games: 10, white: 30%, black: 30%, forced: 6, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. Re1 Nd7 10. Bg5 Nde5 11. Nxc6
games: 11, white: 27%, black: 27%, forced: 3, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Nge2 d5 5. exd5 exd5 6. Bg2 d4 7. Nd5 Bd6 8. O-O
games: 10, white: 30%, black: 30%, forced: 7, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. Re1 Nd7 10. Bg5 Nde5 11. Nxc6 bxc6 
games: 15, white: 13%, black: 6%, forced: 12, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 Bc6 14. c3 dxe5 15. fxe5 Bxe5 16. Nxc5
games: 15, white: 33%, black: 26%, forced: 6, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. Be3 Be7 10. h3 O-O 11. Nxc6
games: 10, white: 30%, black: 30%, forced: 7, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. Re1 Nd7 10. Bg5 Nde5 11. Nxc6 bxc6 
games: 14, white: 35%, black: 28%, forced: 9, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. e5 Qb6 11. Rb1 Nef5 12. Bf2
games: 15, white: 33%, black: 26%, forced: 6, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. Be3 Be7 10. h3 O-O 11. Nxc6
games: 15, white: 33%, black: 26%, forced: 7, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. Be3 Be7 10. h3 O-O 11. Nxc6 bxc6 
games: 14, white: 35%, black: 28%, forced: 10, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. e5 Qb6 11. Rb1 Nef5 12. Bf2 Nxf3+ 
games: 15, white: 33%, black: 26%, forced: 7, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. Be3 Be7 10. h3 O-O 11. Nxc6 bxc6 
games: 14, white: 35%, black: 28%, forced: 8, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. e5 Qb6 11. Rb1 Nef5 12. Bf2
games: 14, white: 35%, black: 28%, forced: 9, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. e5 Qb6 11. Rb1 Nef5 12. Bf2 Nxf3+ 
games: 24, white: 50%, black: 16%, forced: 5, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O h5 9. h3 Bc5 10. Nxc6
games: 24, white: 50%, black: 16%, forced: 5, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O h5 9. h3 Bc5 10. Nxc6
games: 14, white: 50%, black: 42%, forced: 5, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O Bc5 9. Nxc6 bxc6 
games: 15, white: 40%, black: 26%, forced: 10, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Bc6 13. c3
games: 14, white: 50%, black: 42%, forced: 5, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O Bc5 9. Nxc6 bxc6 
games: 15, white: 40%, black: 26%, forced: 11, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Bc6 13. c3 Nxf3+ 
games: 13, white: 38%, black: 30%, forced: 10, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O Bc5 9. Nxc6 dxc6 10. Na4 Ba7 11. c4 b5 12. e5 Nd7 13. Nc3
games: 15, white: 40%, black: 26%, forced: 9, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Bc6 13. c3
games: 13, white: 38%, black: 30%, forced: 10, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O Bc5 9. Nxc6 dxc6 10. Na4 Ba7 11. c4 b5 12. e5 Nd7 13. Nc3
games: 15, white: 40%, black: 26%, forced: 10, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Bc6 13. c3 Nxf3+ 
games: 16, white: 37%, black: 25%, forced: 3, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 Nd4 7. Nge2
games: 16, white: 43%, black: 25%, forced: 4, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 Nd4 7. Nge2 Ne7 8. O-O O-O 9. Rb1
games: 14, white: 28%, black: 14%, forced: 11, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 Bc6 14. c3 dxe5 15. fxe5
games: 14, white: 28%, black: 14%, forced: 10, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 Bc6 14. c3 dxe5 15. fxe5
games: 13, white: 53%, black: 38%, forced: 6, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O Bc5 9. Nxc6 bxc6 10. Na4
games: 13, white: 53%, black: 38%, forced: 6, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O Bc5 9. Nxc6 bxc6 10. Na4
games: 11, white: 36%, black: 27%, forced: 1, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4
games: 11, white: 36%, black: 27%, forced: 1, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4
games: 11, white: 36%, black: 27%, forced: 2, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 
games: 11, white: 36%, black: 27%, forced: 2, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 
games: 11, white: 45%, black: 27%, forced: 10, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. e5 Qb6 11. Rb1 Nef5 12. Bf2 Nxf3+ 13. Qxf3
games: 11, white: 45%, black: 27%, forced: 9, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 O-O 9. O-O Nd4 10. e5 Qb6 11. Rb1 Nef5 12. Bf2 Nxf3+ 13. Qxf3
games: 12, white: 41%, black: 16%, forced: 7, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 Nf6 5. Nge2 a6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. Be3 Be7 10. h3 O-O 11. Nxc6 bxc6 12. Na4
games: 12, white: 41%, black: 16%, forced: 7, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 a6 5. Nge2 Nf6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O d6 9. Be3 Be7 10. h3 O-O 11. Nxc6 bxc6 12. Na4
games: 10, white: 40%, black: 20%, forced: 13, pgn:1. e4 c5 2. Nc3 Nc6 3. g3 e6 4. Bg2 g6 5. d3 Bg7 6. Be3 d6 7. f4 Nge7 8. Nf3 Nd4 9. O-O O-O 10. e5 Bd7 11. Ne4 Nef5 12. Bf2 Nxf3+ 13. Bxf3 dxe5 14. fxe5 Bxe5 15. Nxc5 Bc6 16. Bxc6
